date,time,location,region,country,lat,lon,tz_id,temp_c,temp_f,is_day,condition_text,condition_icon,wind_mph,wind_kph,wind_degree,wind_dir,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feelslike_c,feelslike_f,windchill_c,windchill_f,heatindex_c,heatindex_f,dewpoint_c,dewpoint_f,will_it_rain,chance_of_rain,will_it_snow,chance_of_snow,vis_km,vis_miles,gust_mph,gust_kph,uv
2025-05-20,2025-05-20 02:00,Brisbane,Queensland,Australia,-27.5,153.0167,Australia/Brisbane,15.7,60.2,0,Cloudy,//cdn.weatherapi.com/weather/64x64/night/119.png,7.8,12.6,211,SSW,1019.0,30.1,0.0,0.0,80,75,15.7,60.2,15.7,60.2,15.7,60.2,12.3,54.1,0,0,0,0,10.0,6.0,13.4,21.5,0.0
2025-05-20,2025-05-20 03:00,Brisbane,Queensland,Australia,-27.5,153.0167,Australia/Brisbane,15.5,59.9,0,Overcast,//cdn.weatherapi.com/weather/64x64/night/122.png,7.4,11.9,207,SSW,1019.0,30.09,0.0,0.0,81,87,15.5,59.9,15.5,59.9,15.5,59.9,12.2,54.0,0,0,0,0,10.0,6.0,12.7,20.4,0.0
2025-05-20,2025-05-20 04:00,Brisbane,Queensland,Australia,-27.5,153.0167,Australia/Brisbane,15.6,60.0,0,Cloudy,//cdn.weatherapi.com/weather/64x64/night/119.png,7.4,11.9,203,SSW,1019.0,30.09,0.0,0.0,80,83,15.6,60.0,15.6,60.0,15.6,60.0,12.2,53.9,0,0,0,0,10.0,6.0,12.2,19.6,0.0
2025-05-20,2025-05-20 05:00,Brisbane,Queensland,Australia,-27.5,153.0167,Australia/Brisbane,15.6,60.1,0,Cloudy,//cdn.weatherapi.com/weather/64x64/night/119.png,7.2,11.5,205,SSW,1019.0,30.1,0.0,0.0,80,82,15.6,60.1,15.6,60.1,15.6,60.1,12.1,53.9,0,0,0,0,10.0,6.0,11.7,18.8,0.0
2025-05-20,2025-05-20 06:00,Brisbane,Queensland,Australia,-27.5,153.0167,Australia/Brisbane,15.7,60.2,0,Cloudy,//cdn.weatherapi.com/weather/64x64/night/119.png,7.2,11.5,210,SSW,1020.0,30.12,0.0,0.0,79,83,15.7,60.2,15.7,60.2,15.7,60.2,12.0,53.6,0,0,0,0,10.0,6.0,11.7,18.9,0.0
2025-05-20,2025-05-20 07:00,Brisbane,Queensland,Australia,-27.5,153.0167,Australia/Brisbane,15.9,60.6,1,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,6.7,10.8,208,SSW,1020.0,30.13,0.0,0.0,78,73,15.9,60.6,15.9,60.6,15.9,60.6,12.0,53.7,0,0,0,0,10.0,6.0,10.8,17.5,5.0
2025-05-20,2025-05-20 08:00,Brisbane,Queensland,Australia,-27.5,153.0167,Australia/Brisbane,16.8,62.2,1,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,6.3,10.1,202,SSW,1021.0,30.15,0.0,0.0,76,100,16.8,62.2,16.8,62.2,16.8,62.2,12.6,54.7,0,0,0,0,10.0,6.0,11.5,18.5,5.0
2025-05-20,2025-05-20 09:00,Brisbane,Queensland,Australia,-27.5,153.0167,Australia/Brisbane,17.8,64.0,1,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,6.7,10.8,190,S,1021.0,30.15,0.0,0.0,74,100,17.8,64.0,17.8,64.0,17.8,64.0,13.1,55.5,0,0,0,0,10.0,6.0,8.9,14.3,5.0
2025-05-20,2025-05-20 10:00,Brisbane,Queensland,Australia,-27.5,153.0167,Australia/Brisbane,18.8,65.8,1,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,7.2,11.5,185,S,1021.0,30.16,0.0,0.0,71,100,18.8,65.8,18.8,65.8,18.8,65.8,13.5,56.2,0,0,0,0,10.0,6.0,9.0,14.5,5.0
2025-05-20,2025-05-20 11:00,Brisbane,Queensland,Australia,-27.5,153.0167,Australia/Brisbane,19.4,67.0,1,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,8.1,13.0,182,S,1021.0,30.14,0.0,0.0,70,100,19.4,67.0,19.4,67.0,19.4,67.0,13.7,56.7,0,0,0,0,10.0,6.0,10.1,16.3,5.0
2025-05-20,2025-05-20 12:00,Brisbane,Queensland,Australia,-27.5,153.0167,Australia/Brisbane,21.3,70.4,1,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,7.8,12.6,176,S,1020.0,30.11,0.0,0.0,69,56,21.3,70.4,21.3,70.4,24.4,76.0,14.7,58.4,0,0,0,0,10.0,6.0,9.8,15.7,7.0
2025-05-20,2025-05-20 13:00,Brisbane,Queensland,Australia,-27.5,153.0167,Australia/Brisbane,21.9,71.4,1,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,7.4,11.9,169,S,1019.0,30.09,0.0,0.0,68,55,21.9,71.4,21.9,71.4,24.6,76.2,14.9,58.8,0,0,0,0,10.0,6.0,9.1,14.7,7.0
2025-05-20,2025-05-20 14:00,Brisbane,Queensland,Australia,-27.5,153.0167,Australia/Brisbane,22.3,72.1,1,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,6.9,11.2,156,SSE,1019.0,30.08,0.0,0.0,67,63,24.7,76.4,22.3,72.1,24.7,76.4,15.0,59.0,0,0,0,0,10.0,6.0,10.9,17.6,6.0
2025-05-20,2025-05-20 15:00,Brisbane,Queensland,Australia,-27.5,153.0167,Australia/Brisbane,21.4,70.5,1,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,8.1,13.0,144,SE,1018.0,30.07,0.0,0.0,69,71,21.4,70.5,21.4,70.5,24.5,76.0,15.4,59.7,0,0,0,0,10.0,6.0,9.9,16.0,6.0
2025-05-20,2025-05-20 16:00,Brisbane,Queensland,Australia,-27.5,153.0167,Australia/Brisbane,20.8,69.4,1,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,5.3,8.6,143,SE,1019.0,30.08,0.0,0.0,74,84,20.8,69.4,20.8,69.4,20.8,69.4,16.0,60.7,0,0,0,0,10.0,6.0,12.0,19.3,6.0
2025-05-20,2025-05-20 17:00,Brisbane,Queensland,Australia,-27.5,153.0167,Australia/Brisbane,19.6,67.3,1,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,4.4,7.1,149,SSE,1019.0,30.09,0.0,0.0,80,72,19.6,67.3,19.6,67.3,19.6,67.3,16.0,60.8,0,0,0,0,10.0,6.0,6.3,10.2,5.0
2025-05-20,2025-05-20 18:00,Brisbane,Queensland,Australia,-27.5,153.0167,Australia/Brisbane,18.9,66.1,0,Cloudy,//cdn.weatherapi.com/weather/64x64/night/119.png,4.8,7.8,160,SSE,1020.0,30.11,0.0,0.0,82,75,18.9,66.1,18.9,66.1,18.9,66.1,15.8,60.4,0,0,0,0,5.0,3.0,5.6,9.0,0.0
2025-05-20,2025-05-20 19:00,Brisbane,Queensland,Australia,-27.5,153.0167,Australia/Brisbane,18.6,65.4,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,5.1,8.3,171,S,1020.0,30.13,0.0,0.0,83,57,18.6,65.4,18.6,65.4,18.6,65.4,15.7,60.2,0,0,0,0,10.0,6.0,9.1,14.6,0.0
2025-05-20,2025-05-20 20:00,Brisbane,Queensland,Australia,-27.5,153.0167,Australia/Brisbane,18.1,64.6,0,Cloudy,//cdn.weatherapi.com/weather/64x64/night/119.png,5.1,8.2,178,S,1021.0,30.14,0.0,0.0,84,67,18.1,64.6,18.1,64.6,18.1,64.6,15.4,59.7,0,0,0,0,10.0,6.0,9.1,14.7,0.0
2025-05-20,2025-05-20 21:00,Brisbane,Queensland,Australia,-27.5,153.0167,Australia/Brisbane,17.8,64.0,0,Cloudy,//cdn.weatherapi.com/weather/64x64/night/119.png,7.4,11.9,188,S,1020.0,30.13,0.0,0.0,85,62,17.8,64.0,17.8,64.0,17.8,64.0,15.2,59.4,0,0,0,0,10.0,6.0,9.3,14.9,0.0
2025-05-20,2025-05-20 22:00,Brisbane,Queensland,Australia,-27.5,153.0167,Australia/Brisbane,17.8,64.1,0,Cloudy,//cdn.weatherapi.com/weather/64x64/night/119.png,7.6,12.2,191,SSW,1020.0,30.13,0.0,0.0,84,64,17.8,64.1,17.8,64.1,17.8,64.1,15.1,59.1,0,0,0,0,10.0,6.0,9.5,15.3,0.0
2025-05-20,2025-05-20 23:00,Brisbane,Queensland,Australia,-27.5,153.0167,Australia/Brisbane,18.1,64.6,0,Cloudy,//cdn.weatherapi.com/weather/64x64/night/119.png,8.1,13.0,189,S,1020.0,30.13,0.0,0.0,82,73,18.1,64.6,18.1,64.6,18.1,64.6,14.9,58.9,0,0,0,0,10.0,6.0,10.7,17.2,0.0
2025-05-20,2025-05-20 00:00,Melbourne,Victoria,Australia,-37.8167,144.9667,Australia/Melbourne,5.2,41.4,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.2,3.6,23,NNE,1033.0,30.49,0.0,0.0,78,0,4.9,40.9,4.9,40.9,5.2,41.4,2.9,37.2,0,0,0,0,10.0,6.0,4.0,6.5,0.0
2025-05-20,2025-05-20 01:00,Melbourne,Victoria,Australia,-37.8167,144.9667,Australia/Melbourne,4.7,40.4,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.5,4.0,19,NNE,1032.0,30.48,0.0,0.0,79,0,4.2,39.5,4.2,39.5,4.7,40.4,2.6,36.6,0,0,0,0,10.0,6.0,4.5,7.3,0.0
2025-05-20,2025-05-20 02:00,Melbourne,Victoria,Australia,-37.8167,144.9667,Australia/Melbourne,4.4,39.9,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.7,4.3,19,NNE,1032.0,30.47,0.0,0.0,80,0,3.7,38.6,3.7,38.6,4.4,39.9,2.3,36.1,0,0,0,0,10.0,6.0,5.0,8.0,0.0
2025-05-20,2025-05-20 03:00,Melbourne,Victoria,Australia,-37.8167,144.9667,Australia/Melbourne,4.4,39.9,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.9,4.7,19,NNE,1031.0,30.46,0.0,0.0,80,0,3.5,38.4,3.5,38.4,4.4,39.9,2.2,35.9,0,0,0,0,10.0,6.0,5.5,8.9,0.0
2025-05-20,2025-05-20 04:00,Melbourne,Victoria,Australia,-37.8167,144.9667,Australia/Melbourne,4.2,39.6,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,3.1,5.0,20,NNE,1031.0,30.45,0.0,0.0,80,0,3.2,37.7,3.2,37.7,4.2,39.6,1.9,35.5,0,0,0,0,10.0,6.0,6.0,9.6,0.0
2025-05-20,2025-05-20 05:00,Melbourne,Victoria,Australia,-37.8167,144.9667,Australia/Melbourne,3.8,38.9,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,3.6,5.8,21,NNE,1031.0,30.46,0.0,0.0,79,0,2.5,36.4,2.5,36.4,3.8,38.9,1.6,34.8,0,0,0,0,10.0,6.0,7.2,11.6,0.0
2025-05-20,2025-05-20 06:00,Melbourne,Victoria,Australia,-37.8167,144.9667,Australia/Melbourne,3.7,38.6,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,4.0,6.5,21,NNE,1032.0,30.46,0.0,0.0,77,0,2.0,35.7,2.0,35.7,3.7,38.6,1.2,34.2,0,0,0,0,10.0,6.0,8.3,13.3,0.0
2025-05-20,2025-05-20 07:00,Melbourne,Victoria,Australia,-37.8167,144.9667,Australia/Melbourne,4.7,40.5,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,5.1,8.3,14,NNE,1032.0,30.47,0.0,0.0,72,0,2.8,37.0,2.8,37.0,4.7,40.5,0.2,32.4,0,0,0,0,10.0,6.0,10.8,17.4,0.0
2025-05-20,2025-05-20 08:00,Melbourne,Victoria,Australia,-37.8167,144.9667,Australia/Melbourne,5.4,41.7,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,5.6,9.0,14,NNE,1032.0,30.48,0.0,0.0,64,0,3.3,38.0,3.3,38.0,5.4,41.7,-0.9,30.4,0,0,0,0,10.0,6.0,11.1,17.9,4.0
2025-05-20,2025-05-20 09:00,Melbourne,Victoria,Australia,-37.8167,144.9667,Australia/Melbourne,8.0,46.4,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,6.5,10.4,3,N,1032.0,30.48,0.0,0.0,50,0,6.2,43.1,6.2,43.1,8.0,46.4,-1.8,28.8,0,0,0,0,10.0,6.0,9.7,15.7,4.0
2025-05-20,2025-05-20 10:00,Melbourne,Victoria,Australia,-37.8167,144.9667,Australia/Melbourne,11.0,51.8,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,7.4,11.9,359,N,1032.0,30.47,0.0,0.0,38,0,9.6,49.2,9.6,49.2,11.0,51.8,-2.9,26.8,0,0,0,0,10.0,6.0,9.5,15.3,5.0
2025-05-20,2025-05-20 11:00,Melbourne,Victoria,Australia,-37.8167,144.9667,Australia/Melbourne,13.6,56.6,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,8.1,13.0,350,N,1031.0,30.46,0.0,0.0,30,0,12.6,54.7,12.6,54.7,13.6,56.6,-3.6,25.6,0,0,0,0,10.0,6.0,9.9,15.9,5.0
2025-05-20,2025-05-20 12:00,Melbourne,Victoria,Australia,-37.8167,144.9667,Australia/Melbourne,15.5,59.9,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,7.6,12.2,343,NNW,1031.0,30.43,0.0,0.0,26,0,15.5,59.9,15.5,59.9,15.5,59.9,-3.8,25.3,0,0,0,0,10.0,6.0,12.9,20.7,6.0
2025-05-20,2025-05-20 13:00,Melbourne,Victoria,Australia,-37.8167,144.9667,Australia/Melbourne,16.6,61.9,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,6.5,10.4,341,NNW,1029.0,30.4,0.0,0.0,24,0,16.6,61.9,16.6,61.9,16.6,61.9,-3.8,25.2,0,0,0,0,10.0,6.0,15.0,24.2,6.0
2025-05-20,2025-05-20 14:00,Melbourne,Victoria,Australia,-37.8167,144.9667,Australia/Melbourne,17.2,63.0,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,5.8,9.4,333,NNW,1029.0,30.38,0.0,0.0,24,0,17.2,63.0,17.2,63.0,17.2,63.0,-3.7,25.3,0,0,0,0,10.0,6.0,14.0,22.6,6.0
2025-05-20,2025-05-20 15:00,Melbourne,Victoria,Australia,-37.8167,144.9667,Australia/Melbourne,17.4,63.3,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,5.1,8.3,329,NNW,1028.0,30.37,0.0,0.0,24,0,17.4,63.3,17.4,63.3,17.4,63.3,-3.5,25.7,0,0,0,0,10.0,6.0,9.4,15.1,6.0
2025-05-20,2025-05-20 16:00,Melbourne,Victoria,Australia,-37.8167,144.9667,Australia/Melbourne,16.7,62.1,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,4.3,6.8,353,N,1028.0,30.37,0.0,0.0,26,0,16.7,62.1,16.7,62.1,16.7,62.1,-2.6,27.2,0,0,0,0,10.0,6.0,6.4,10.3,6.0
2025-05-20,2025-05-20 17:00,Melbourne,Victoria,Australia,-37.8167,144.9667,Australia/Melbourne,14.0,57.2,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,4.0,6.5,10,N,1028.0,30.37,0.0,0.0,33,0,14.0,57.2,14.0,57.2,14.0,57.2,-1.8,28.8,0,0,0,0,10.0,6.0,5.5,8.9,5.0
2025-05-20,2025-05-20 18:00,Melbourne,Victoria,Australia,-37.8167,144.9667,Australia/Melbourne,12.2,54.0,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,4.3,6.8,358,N,1029.0,30.38,0.0,0.0,39,0,11.8,53.3,11.8,53.3,12.2,54.0,-1.4,29.6,0,0,0,0,10.0,6.0,5.5,8.8,0.0
2025-05-20,2025-05-20 19:00,Melbourne,Victoria,Australia,-37.8167,144.9667,Australia/Melbourne,11.0,51.9,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,4.3,6.8,0,N,1029.0,30.39,0.0,0.0,42,0,10.5,50.8,10.5,50.8,11.0,51.9,-1.2,29.8,0,0,0,0,10.0,6.0,5.7,9.2,0.0
2025-05-20,2025-05-20 20:00,Melbourne,Victoria,Australia,-37.8167,144.9667,Australia/Melbourne,10.2,50.4,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,4.7,7.6,13,NNE,1029.0,30.39,0.0,0.0,45,0,9.4,48.8,9.4,48.8,10.2,50.4,-1.0,30.1,0,0,0,0,10.0,6.0,7.6,12.3,0.0
2025-05-20,2025-05-20 21:00,Melbourne,Victoria,Australia,-37.8167,144.9667,Australia/Melbourne,8.3,46.9,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,4.9,7.9,12,NNE,1029.0,30.4,0.0,0.0,48,0,7.0,44.5,7.0,44.5,8.3,46.9,1.8,35.3,0,0,0,0,10.0,6.0,10.3,16.6,0.0
2025-05-20,2025-05-20 22:00,Melbourne,Victoria,Australia,-37.8167,144.9667,Australia/Melbourne,7.6,45.6,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,4.5,7.2,14,NNE,1029.0,30.4,0.0,0.0,49,0,6.3,43.4,6.3,43.4,7.6,45.6,1.6,34.8,0,0,0,0,10.0,6.0,9.4,15.1,0.0
2025-05-20,2025-05-20 23:00,Melbourne,Victoria,Australia,-37.8167,144.9667,Australia/Melbourne,5.3,41.5,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,4.0,6.5,18,NNE,1029.0,30.4,0.0,0.0,51,0,3.9,39.0,3.9,39.0,5.3,41.5,1.8,35.2,0,0,0,0,10.0,6.0,8.5,13.6,0.0
2025-05-20,2025-05-20 00:00,Perth,Western Australia,Australia,-31.9333,115.8333,Australia/Perth,14.7,58.5,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,10.7,17.3,136,SE,1027.0,30.33,0.0,0.0,66,0,13.5,56.4,13.5,56.4,14.7,58.5,8.5,47.3,0,0,0,0,10.0,6.0,15.8,25.5,0.0
2025-05-20,2025-05-20 01:00,Perth,Western Australia,Australia,-31.9333,115.8333,Australia/Perth,14.0,57.2,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,10.1,16.2,134,SE,1027.0,30.33,0.0,0.0,66,0,12.7,54.9,12.7,54.9,14.0,57.2,7.7,45.8,0,0,0,0,10.0,6.0,15.1,24.4,0.0
2025-05-20,2025-05-20 02:00,Perth,Western Australia,Australia,-31.9333,115.8333,Australia/Perth,13.3,56.0,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,9.4,15.1,126,SE,1027.0,30.34,0.0,0.0,66,0,12.0,53.6,12.0,53.6,13.3,56.0,7.2,44.9,0,0,0,0,10.0,6.0,14.2,22.9,0.0
2025-05-20,2025-05-20 03:00,Perth,Western Australia,Australia,-31.9333,115.8333,Australia/Perth,12.7,54.9,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,8.9,14.4,119,ESE,1027.0,30.34,0.0,0.0,67,0,11.4,52.4,11.4,52.4,12.7,54.9,6.8,44.2,0,0,0,0,10.0,6.0,13.7,22.1,0.0
2025-05-20,2025-05-20 04:00,Perth,Western Australia,Australia,-31.9333,115.8333,Australia/Perth,12.3,54.1,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,8.9,14.4,118,ESE,1028.0,30.35,0.0,0.0,66,0,10.8,51.5,10.8,51.5,12.3,54.1,6.2,43.2,0,0,0,0,10.0,6.0,13.8,22.1,0.0
2025-05-20,2025-05-20 05:00,Perth,Western Australia,Australia,-31.9333,115.8333,Australia/Perth,11.9,53.5,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,6.6,10.6,117,ESE,1028.0,30.37,0.0,0.0,66,0,10.8,51.5,10.8,51.5,11.9,53.5,5.7,42.3,0,0,0,0,10.0,6.0,13.8,22.3,0.0
2025-05-20,2025-05-20 06:00,Perth,Western Australia,Australia,-31.9333,115.8333,Australia/Perth,11.7,53.1,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,8.7,14.0,109,ESE,1029.0,30.39,0.0,0.0,65,0,10.2,50.3,10.2,50.3,11.7,53.1,5.5,41.8,0,0,0,0,10.0,6.0,11.2,17.9,0.0
2025-05-20,2025-05-20 07:00,Perth,Western Australia,Australia,-31.9333,115.8333,Australia/Perth,11.6,52.9,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,8.7,14.0,105,ESE,1030.0,30.4,0.0,0.0,65,0,10.0,50.1,10.0,50.1,11.6,52.9,5.3,41.6,0,0,0,0,10.0,6.0,11.3,18.2,0.0
2025-05-20,2025-05-20 08:00,Perth,Western Australia,Australia,-31.9333,115.8333,Australia/Perth,12.3,54.2,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,9.2,14.8,102,ESE,1030.0,30.42,0.0,0.0,62,0,10.8,51.5,10.8,51.5,12.3,54.2,5.2,41.4,0,0,0,0,10.0,6.0,12.9,20.8,5.0
2025-05-20,2025-05-20 09:00,Perth,Western Australia,Australia,-31.9333,115.8333,Australia/Perth,14.1,57.4,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,7.4,12.0,96,E,1030.0,30.42,0.0,0.0,55,0,13.3,56.0,13.3,56.0,14.1,57.4,5.1,41.3,0,0,0,0,10.0,6.0,13.0,20.8,5.0
2025-05-20,2025-05-20 10:00,Perth,Western Australia,Australia,-31.9333,115.8333,Australia/Perth,16.0,60.8,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,7.0,11.3,95,E,1030.0,30.41,0.0,0.0,48,0,16.0,60.8,16.0,60.8,16.0,60.8,5.0,40.9,0,0,0,0,10.0,6.0,11.9,19.1,6.0
2025-05-20,2025-05-20 11:00,Perth,Western Australia,Australia,-31.9333,115.8333,Australia/Perth,17.7,63.8,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,8.5,13.7,97,E,1030.0,30.4,0.0,0.0,43,0,17.7,63.8,17.7,63.8,17.7,63.8,4.9,40.8,0,0,0,0,10.0,6.0,12.2,19.6,6.0
2025-05-20,2025-05-20 12:00,Perth,Western Australia,Australia,-31.9333,115.8333,Australia/Perth,19.0,66.2,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,7.2,11.5,98,E,1029.0,30.38,0.0,0.0,39,0,19.0,66.2,19.0,66.2,19.0,66.2,4.9,40.8,0,0,0,0,10.0,6.0,12.1,19.4,6.0
2025-05-20,2025-05-20 13:00,Perth,Western Australia,Australia,-31.9333,115.8333,Australia/Perth,20.0,68.0,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,5.4,8.6,106,ESE,1028.0,30.35,0.0,0.0,37,0,20.0,68.0,20.0,68.0,20.0,68.0,4.8,40.7,0,0,0,0,10.0,6.0,13.1,21.2,6.0
2025-05-20,2025-05-20 14:00,Perth,Western Australia,Australia,-31.9333,115.8333,Australia/Perth,20.8,69.4,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,4.5,7.2,124,SE,1027.0,30.33,0.0,0.0,35,0,20.8,69.4,20.8,69.4,20.8,69.4,5.0,40.9,0,0,0,0,10.0,6.0,12.7,20.5,7.0
2025-05-20,2025-05-20 15:00,Perth,Western Australia,Australia,-31.9333,115.8333,Australia/Perth,21.1,70.1,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,4.7,7.6,142,SE,1027.0,30.33,0.0,0.0,36,0,21.1,70.1,21.1,70.1,23.5,74.4,5.3,41.6,0,0,0,0,10.0,6.0,13.2,21.2,7.0
2025-05-20,2025-05-20 16:00,Perth,Western Australia,Australia,-31.9333,115.8333,Australia/Perth,21.0,69.9,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,6.3,10.1,157,SSE,1027.0,30.34,0.0,0.0,37,0,21.0,69.9,21.0,69.9,23.7,74.6,5.9,42.7,0,0,0,0,10.0,6.0,12.0,19.2,7.0
2025-05-20,2025-05-20 17:00,Perth,Western Australia,Australia,-31.9333,115.8333,Australia/Perth,19.9,67.8,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,7.4,11.9,163,SSE,1028.0,30.34,0.0,0.0,42,0,19.9,67.8,19.9,67.8,19.9,67.8,6.5,43.6,0,0,0,0,10.0,6.0,11.3,18.2,6.0
2025-05-20,2025-05-20 18:00,Perth,Western Australia,Australia,-31.9333,115.8333,Australia/Perth,18.6,65.4,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,8.3,13.3,149,SSE,1028.0,30.36,0.0,0.0,45,0,18.6,65.4,18.6,65.4,18.6,65.4,6.5,43.6,0,0,0,0,10.0,6.0,14.3,23.0,0.0
2025-05-20,2025-05-20 19:00,Perth,Western Australia,Australia,-31.9333,115.8333,Australia/Perth,18.0,64.4,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,7.8,12.6,123,ESE,1029.0,30.38,0.0,0.0,46,0,18.0,64.4,18.0,64.4,18.0,64.4,6.3,43.3,0,0,0,0,10.0,6.0,13.6,22.0,0.0
2025-05-20,2025-05-20 20:00,Perth,Western Australia,Australia,-31.9333,115.8333,Australia/Perth,17.2,63.0,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,8.5,13.7,99,E,1029.0,30.39,0.0,0.0,48,0,17.2,63.0,17.2,63.0,17.2,63.0,6.2,43.1,0,0,0,0,10.0,6.0,15.2,24.4,0.0
2025-05-20,2025-05-20 21:00,Perth,Western Australia,Australia,-31.9333,115.8333,Australia/Perth,16.6,62.0,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,9.4,15.1,101,ESE,1030.0,30.41,0.0,0.0,51,0,16.6,62.0,16.6,62.0,16.6,62.0,6.4,43.5,0,0,0,0,10.0,6.0,13.8,22.2,0.0
2025-05-20,2025-05-20 22:00,Perth,Western Australia,Australia,-31.9333,115.8333,Australia/Perth,16.1,61.1,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,10.1,16.2,97,E,1030.0,30.41,0.0,0.0,52,0,16.1,61.1,16.1,61.1,16.1,61.1,6.3,43.4,0,0,0,0,10.0,6.0,14.6,23.4,0.0
2025-05-20,2025-05-20 23:00,Perth,Western Australia,Australia,-31.9333,115.8333,Australia/Perth,15.6,60.2,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,10.3,16.6,94,E,1030.0,30.41,0.0,0.0,53,0,15.6,60.2,15.6,60.2,15.6,60.2,6.2,43.2,0,0,0,0,10.0,6.0,14.8,23.8,0.0
2025-05-19,2025-05-19 00:00,Sydney,New South Wales,Australia,-33.8833,151.2167,Australia/Sydney,14.4,57.8,0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/night/356.png,19.0,30.6,152,SSE,1024.0,30.24,2.3,0.09,84,100,12.2,54.0,12.2,54.0,14.4,57.8,11.6,53.0,1,100,0,0,7.0,4.0,37.3,60.0,0.0
2025-05-19,2025-05-19 01:00,Sydney,New South Wales,Australia,-33.8833,151.2167,Australia/Sydney,14.4,58.0,0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/night/356.png,17.6,28.4,153,SSE,1024.0,30.24,3.0,0.12,82,100,12.5,54.4,12.5,54.4,14.4,58.0,11.4,52.5,1,100,0,0,7.0,4.0,34.2,55.0,0.0
2025-05-19,2025-05-19 02:00,Sydney,New South Wales,Australia,-33.8833,151.2167,Australia/Sydney,14.8,58.7,0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/night/356.png,17.4,28.0,156,SSE,1024.0,30.24,4.1,0.16,75,100,13.0,55.3,13.0,55.3,14.8,58.7,10.5,50.8,1,100,0,0,10.0,6.0,33.9,54.6,0.0
