location_name,location_region,location_country,location_lat,location_lon,location_tz_id,location_localtime_epoch,location_localtime,current_last_updated_epoch,current_last_updated,current_temp_c,current_temp_f,current_is_day,current_condition_text,current_condition_icon,current_condition_code,current_wind_mph,current_wind_kph,current_wind_degree,current_wind_dir,current_pressure_mb,current_pressure_in,current_precip_mm,current_precip_in,current_humidity,current_cloud,current_feelslike_c,current_feelslike_f,current_windchill_c,current_windchill_f,current_heatindex_c,current_heatindex_f,current_dewpoint_c,current_dewpoint_f,current_vis_km,current_vis_miles,current_uv,current_gust_mph,current_gust_kph
Sydney,New South Wales,Australia,-33.8833,151.2167,Australia/Sydney,1747573623,2025-05-18 23:07,1747573200,2025-05-18 23:00,16.3,61.3,0,Light rain,//cdn.weatherapi.com/weather/64x64/night/296.png,1183,23.3,37.4,149,SSE,1024.0,30.24,2.58,0.1,82,100,16.3,61.3,11.8,53.3,14.3,57.7,11.6,52.9,10.0,6.0,0.0,34.8,56.0
